row_id,pattern_name,question,citation_index,source_file,input,document_text,document_relevance_execution_details,document_relevance_score,phoenix_document_relevance_score,phoenix_document_relevance_label,phoenix_document_relevance_explanation
484,hierarchical,Czy w ubezpieczeniu domu jest odpowiedzialność za szkody wyrządzone przez kuny z PZU Dom?,1,pzu_pzu_dom.md,Czy w ubezpieczeniu domu jest odpowiedzialność za szkody wyrządzone przez kuny z PZU Dom?,"4. W ubezpieczeniu nieruchomości, w granicach sumy ubezpieczenia, PZU odpowiada do limitu odpowiedzialności: 1) 50 000 zł za szkody spowodowane przez kuny. Limit nie ma zastosowania w sytuacji, gdy na","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 6.504632949829102}","{'name': 'document_relevance', 'score': 1.0, 'label': 'relevant', 'explanation': ""Document states PZU's liability for damages caused by kuny up to 50,000 zł, which addresses whether such coverage exists in home insurance."", 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",1.0,relevant,"Document states PZU's liability for damages caused by kuny up to 50,000 zł, which addresses whether such coverage exists in home insurance."
484,hierarchical,Czy w ubezpieczeniu domu jest odpowiedzialność za szkody wyrządzone przez kuny z PZU Dom?,2,pzu_pzu_dom.md,Czy w ubezpieczeniu domu jest odpowiedzialność za szkody wyrządzone przez kuny z PZU Dom?,"* 14) działania zwierząt, które należą do ubezpieczonego lub osób uprawnionych do korzystania ze wskazanego w polisie budynku w budowie – na podstawie umowy najmu, dzierżawy, użytkowania, użyczenia, l","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 7.083755970001221}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': ""The document text mentions 'działania zwierząt' (actions of animals) belonging to the insured or authorized users, which touches on animals but does not provide explicit information about liability for damages caused by kuny (weasels) or specify PZU Dom coverage."", 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,"The document text mentions 'działania zwierząt' (actions of animals) belonging to the insured or authorized users, which touches on animals but does not provide explicit information about liability for damages caused by kuny (weasels) or specify PZU Dom coverage."
484,hierarchical,Czy w ubezpieczeniu domu jest odpowiedzialność za szkody wyrządzone przez kuny z PZU Dom?,3,pzu_pzu_dom.md,Czy w ubezpieczeniu domu jest odpowiedzialność za szkody wyrządzone przez kuny z PZU Dom?,"11) działania zwierząt (w tym ptaków) polegającego na zabrudzeniu przedmiotu ubezpieczenia; 12) działania zwierząt, które należą do ubezpieczonego lub osób uprawnionych do korzystania ze wskazanego w","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 8.739349842071533}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': ""The document text mentions 'działania zwierząt' and 'zabrudzeniu przedmiotu ubezpieczenia' but does not specify coverage or liability for damages caused by martens (kuny). Therefore it cannot answer the specific question."", 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,The document text mentions 'działania zwierząt' and 'zabrudzeniu przedmiotu ubezpieczenia' but does not specify coverage or liability for damages caused by martens (kuny). Therefore it cannot answer the specific question.
484,hierarchical,Czy w ubezpieczeniu domu jest odpowiedzialność za szkody wyrządzone przez kuny z PZU Dom?,4,pzu_pzu_dom.md,Czy w ubezpieczeniu domu jest odpowiedzialność za szkody wyrządzone przez kuny z PZU Dom?,"* 12) działania zwierząt, które należą do ubezpieczonego lub osób uprawnionych do korzystania ze wskazanego w polisie: domu letniskowego, budynku niemieszkalnego, wyposażenia posesji – na podstawie um","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 6.743377208709717}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': ""Reasoning: The question asks if home insurance (PZU Dom) includes liability for damages caused by martens (kuny). The provided document text only mentions 'działania zwierząt' belonging to the insured and is incomplete/truncated; it does not provide any specific information about kuny or coverage of such liability. Therefore the document text does not answer the question (unrelated)."", 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,Reasoning: The question asks if home insurance (PZU Dom) includes liability for damages caused by martens (kuny). The provided document text only mentions 'działania zwierząt' belonging to the insured and is incomplete/truncated; it does not provide any specific information about kuny or coverage of such liability. Therefore the document text does not answer the question (unrelated).
485,blackboard,Czy w ubezpieczeniu domu jest odpowiedzialność za szkody wyrządzone przez kuny z PZU Dom?,1,pzu_pzu_dom.md,Czy w ubezpieczeniu domu jest odpowiedzialność za szkody wyrządzone przez kuny z PZU Dom?,"4. W ubezpieczeniu nieruchomości, w granicach sumy ubezpieczenia, PZU odpowiada do limitu odpowiedzialności: 1) 50 000 zł za szkody spowodowane przez kuny. Limit nie ma zastosowania w sytuacji, gdy na","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 7.0699989795684814}","{'name': 'document_relevance', 'score': 1.0, 'label': 'relevant', 'explanation': 'Document text states PZU is responsible up to 50,000 zł for damages caused by kuny (martens) within the home/property insurance, which directly answers whether there is liability for such damages under PZU Dom.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",1.0,relevant,"Document text states PZU is responsible up to 50,000 zł for damages caused by kuny (martens) within the home/property insurance, which directly answers whether there is liability for such damages under PZU Dom."
485,blackboard,Czy w ubezpieczeniu domu jest odpowiedzialność za szkody wyrządzone przez kuny z PZU Dom?,2,pzu_pzu_dom.md,Czy w ubezpieczeniu domu jest odpowiedzialność za szkody wyrządzone przez kuny z PZU Dom?,* 11) działania zwierząt (w tym ptaków) polegającego na zabrudzeniu przedmiotu ubezpieczenia;,"{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 6.619631052017212}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': ""The document text mentions 'działania zwierząt ... zabrudzeniu przedmiotu ubezpieczenia' but does not reference martens or liability coverage or home insurance terms; therefore it does not answer whether there is liability for damages caused by martens in PZU Dom."", 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,The document text mentions 'działania zwierząt ... zabrudzeniu przedmiotu ubezpieczenia' but does not reference martens or liability coverage or home insurance terms; therefore it does not answer whether there is liability for damages caused by martens in PZU Dom.
485,blackboard,Czy w ubezpieczeniu domu jest odpowiedzialność za szkody wyrządzone przez kuny z PZU Dom?,3,pzu_pzu_dom.md,Czy w ubezpieczeniu domu jest odpowiedzialność za szkody wyrządzone przez kuny z PZU Dom?,"11) działania zwierząt (w tym ptaków) polegającego na zabrudzeniu przedmiotu ubezpieczenia; 12) działania zwierząt, które należą do ubezpieczonego lub osób uprawnionych do korzystania ze wskazanego w","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 9.85859990119934}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': ""The document text fragment mentions 'działania zwierząt...' and 'zabrudzeniu przedmiotu ubezpieczenia', but it does not mention martens (kuny), the home insurance product (PZU Dom), or liability for damages; thus it cannot answer the specific question."", 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,"The document text fragment mentions 'działania zwierząt...' and 'zabrudzeniu przedmiotu ubezpieczenia', but it does not mention martens (kuny), the home insurance product (PZU Dom), or liability for damages; thus it cannot answer the specific question."
485,blackboard,Czy w ubezpieczeniu domu jest odpowiedzialność za szkody wyrządzone przez kuny z PZU Dom?,4,pzu_pzu_dom.md,Czy w ubezpieczeniu domu jest odpowiedzialność za szkody wyrządzone przez kuny z PZU Dom?,"* 12) działania zwierząt, które należą do ubezpieczonego lub osób uprawnionych do korzystania ze wskazanego w polisie budynku wielomieszkaniowego na podstawie umowy najmu, dzierżawy, użytkowania, użyc","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 8.540228128433228}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': ""Document text mentions 'działania zwierząt' belonging to the insured or authorized users; it does not specify liability coverage for damages caused by kuny (martens) or reference PZU Dom. Therefore it cannot answer the specific question."", 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,Document text mentions 'działania zwierząt' belonging to the insured or authorized users; it does not specify liability coverage for damages caused by kuny (martens) or reference PZU Dom. Therefore it cannot answer the specific question.
486,deterministic,Czy po wypłacie odszkodowania za szkody w nieruchomości suma ubezpieczenia obniża się o kwotę wypłaconego odszkodowania z PZU Dom?,1,pzu_pzu_dom.md,Czy po wypłacie odszkodowania za szkody w nieruchomości suma ubezpieczenia obniża się o kwotę wypłaconego odszkodowania z PZU Dom?,* ✓ Sumę ubezpieczenia ustala ubezpieczający i stanowi ona górną granicę odpowiedzialności; * ✓ Suma ubezpieczenia nie ulega pomniejszeniu po wypłacie odszkodowania.,"{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 3.986788034439087}","{'name': 'document_relevance', 'score': 1.0, 'label': 'relevant', 'explanation': 'The document states that the sum insured does not decrease after a payout, which answers whether it is reduced after payout.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",1.0,relevant,"The document states that the sum insured does not decrease after a payout, which answers whether it is reduced after payout."
486,deterministic,Czy po wypłacie odszkodowania za szkody w nieruchomości suma ubezpieczenia obniża się o kwotę wypłaconego odszkodowania z PZU Dom?,2,pzu_pzu_dom.md,Czy po wypłacie odszkodowania za szkody w nieruchomości suma ubezpieczenia obniża się o kwotę wypłaconego odszkodowania z PZU Dom?,"2. Każda wypłata odszkodowania, kosztów i wydatków oraz kosztów, o których mowa w § 67 ust. 1 pkt 1, powoduje zmniejszenie sumy gwarancyjnej oraz limitów odpowiedzialności o wypłaconą kwotę.   3. Ubez","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 5.282310962677002}","{'name': 'document_relevance', 'score': 1.0, 'label': 'relevant', 'explanation': 'Document text states that every payout of compensation reduces the sum insured (sumy gwarancyjnej) and liability limits by the paid amount, which directly answers the question about whether the insured sum decreases after payout.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",1.0,relevant,"Document text states that every payout of compensation reduces the sum insured (sumy gwarancyjnej) and liability limits by the paid amount, which directly answers the question about whether the insured sum decreases after payout."
486,deterministic,Czy po wypłacie odszkodowania za szkody w nieruchomości suma ubezpieczenia obniża się o kwotę wypłaconego odszkodowania z PZU Dom?,3,pzu_pzu_dom.md,Czy po wypłacie odszkodowania za szkody w nieruchomości suma ubezpieczenia obniża się o kwotę wypłaconego odszkodowania z PZU Dom?,"Zmniejszenie sumy ubezpieczenia pociąga za sobą odpowiednie zmniejszenie składki ubezpieczeniowej począwszy od dnia pierwszego tego miesiąca, w którym ubezpieczający zażądał zmniejszenia sumy ubezpiec","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 6.403886795043945}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': 'Assessing whether the document text answers if after payout of a property damage insurance claim the sum insured decreases by the payout amount from PZU Dom.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,Assessing whether the document text answers if after payout of a property damage insurance claim the sum insured decreases by the payout amount from PZU Dom.
486,deterministic,Czy po wypłacie odszkodowania za szkody w nieruchomości suma ubezpieczenia obniża się o kwotę wypłaconego odszkodowania z PZU Dom?,4,pzu_pzu_dom.md,Czy po wypłacie odszkodowania za szkody w nieruchomości suma ubezpieczenia obniża się o kwotę wypłaconego odszkodowania z PZU Dom?,"1. Wysokość odszkodowania PZU ustala w kwocie, która odpowiada wysokości poniesionej szkody i nie przekracza sumy ubezpieczenia oraz uwzględnia limity odpowiedzialności na","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 6.691078186035156}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': 'The document states that the compensation amount is determined to correspond to the damage and not exceed the sum insured, but it does not indicate whether the sum insured is reduced after payout. Therefore it cannot answer the specific question.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,"The document states that the compensation amount is determined to correspond to the damage and not exceed the sum insured, but it does not indicate whether the sum insured is reduced after payout. Therefore it cannot answer the specific question."
487,planner_executor,Jak ustala się wysokość odszkodowania dla szkody powstałej w domu jednorodzinnym z PZU Dom?,1,pzu_pzu_dom.md,Jak ustala się wysokość odszkodowania dla szkody powstałej w domu jednorodzinnym z PZU Dom?,"1. Wysokość odszkodowania PZU ustala w kwocie, która odpowiada wysokości poniesionej szkody i nie przekracza sumy ubezpieczenia oraz uwzględnia limity odpowiedzialności na ryzyka inne niż ryzyka kradz","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 5.701435327529907}","{'name': 'document_relevance', 'score': 1.0, 'label': 'relevant', 'explanation': 'The document states how the compensation amount is determined: it is the amount of damage suffered, not exceeding the insured sum, and considering liability limits for risks other than theft. This directly answers how the payout is calculated for damage in a house under PZU Dom.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",1.0,relevant,"The document states how the compensation amount is determined: it is the amount of damage suffered, not exceeding the insured sum, and considering liability limits for risks other than theft. This directly answers how the payout is calculated for damage in a house under PZU Dom."
487,planner_executor,Jak ustala się wysokość odszkodowania dla szkody powstałej w domu jednorodzinnym z PZU Dom?,2,pzu_pzu_dom.md,Jak ustala się wysokość odszkodowania dla szkody powstałej w domu jednorodzinnym z PZU Dom?,"11. Wysokość odszkodowania dla mienia specjalnego PZU ustala: 1) w przypadku szkody całkowitej – w wysokości, która odpowiada udokumentowanej wartości przedmiotu ubezpieczenia; 2) w przypadku uszkodze","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 6.603439092636108}","{'name': 'document_relevance', 'score': 1.0, 'label': 'relevant', 'explanation': 'The document includes a rule for calculating odszkodowanie: for total loss it equals the documented value of the insured item, which is a method for determining the compensation amount. This addresses how the amount is set, related to a house in the context of PZU Dom.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",1.0,relevant,"The document includes a rule for calculating odszkodowanie: for total loss it equals the documented value of the insured item, which is a method for determining the compensation amount. This addresses how the amount is set, related to a house in the context of PZU Dom."
488,planner_executor,Czy w przy ubezpieczeniu domu lub mieszkania są limity na ubezpieczenie gotówki z PZU Dom?,1,pzu_pzu_dom.md,Czy w przy ubezpieczeniu domu lub mieszkania są limity na ubezpieczenie gotówki z PZU Dom?,* ✓ Sumę ubezpieczenia ustala ubezpieczający i stanowi ona górną granicę odpowiedzialności; * ✓ Suma ubezpieczenia nie ulega pomniejszeniu po wypłacie odszkodowania.,"{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 5.946927785873413}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': 'The document text does not mention cash insurance limits or cash coverage under PZU Dom; it only discusses general sum insured and that it does not decrease after payout, which does not answer the question about limits on insuring cash.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,"The document text does not mention cash insurance limits or cash coverage under PZU Dom; it only discusses general sum insured and that it does not decrease after payout, which does not answer the question about limits on insuring cash."
488,planner_executor,Czy w przy ubezpieczeniu domu lub mieszkania są limity na ubezpieczenie gotówki z PZU Dom?,2,pzu_pzu_dom.md,Czy w przy ubezpieczeniu domu lub mieszkania są limity na ubezpieczenie gotówki z PZU Dom?,"| 10. | gotówka, biżuteria w razie wyłudzenia gotówki lub biżuterii | 10% sumy ubezpieczenia, jednak nie więcej niż 10 000 zł | nie dotyczy | | 11. | zwierzęta domowe | suma ubezpieczenia, jednak nie","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 8.893249034881592}","{'name': 'document_relevance', 'score': 1.0, 'label': 'relevant', 'explanation': 'The document text mentions a limit for cash (and jewelry) of 10% of the insured sum, up to 10,000 PLN, which constitutes a limit on cash coverage in home insurance. This directly addresses whether there are limits on cash insurance.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",1.0,relevant,"The document text mentions a limit for cash (and jewelry) of 10% of the insured sum, up to 10,000 PLN, which constitutes a limit on cash coverage in home insurance. This directly addresses whether there are limits on cash insurance."
489,router_specialist,Czy w ubezpieczeniu domu jest odpowiedzialność za szkody wyrządzone przez kuny z PZU Dom?,1,pzu_pzu_dom.md,Czy w ubezpieczeniu domu jest odpowiedzialność za szkody wyrządzone przez kuny z PZU Dom?,"4. W ubezpieczeniu nieruchomości, w granicach sumy ubezpieczenia, PZU odpowiada do limitu odpowiedzialności: 1) 50 000 zł za szkody spowodowane przez kuny. Limit nie ma zastosowania w sytuacji, gdy na","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 5.303024053573608}","{'name': 'document_relevance', 'score': 1.0, 'label': 'relevant', 'explanation': 'The document text mentions a liability limit (50,000 zł) for damages caused by kuny under property insurance, which provides an answer to whether such liability exists under PZU Dom home insurance.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",1.0,relevant,"The document text mentions a liability limit (50,000 zł) for damages caused by kuny under property insurance, which provides an answer to whether such liability exists under PZU Dom home insurance."
489,router_specialist,Czy w ubezpieczeniu domu jest odpowiedzialność za szkody wyrządzone przez kuny z PZU Dom?,2,pzu_pzu_dom.md,Czy w ubezpieczeniu domu jest odpowiedzialność za szkody wyrządzone przez kuny z PZU Dom?,"Powyższe mieszkanie, dom jednorodzinny lub budynek niemieszkalny za wyjątkiem tymczasowego miejsca zamieszkania dziecka, jest wskazywany w polisie.   4. W ramach ubezpieczenia ruchomości domowych ubez","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 4.730220079421997}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': ""The document text discusses policy coverage in general and mentions 'ubezpieczenia ruchomości domowych' but does not address liability for damages caused by animals such as weasels (kuny) in a home insurance context."", 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,The document text discusses policy coverage in general and mentions 'ubezpieczenia ruchomości domowych' but does not address liability for damages caused by animals such as weasels (kuny) in a home insurance context.
489,router_specialist,Czy w ubezpieczeniu domu jest odpowiedzialność za szkody wyrządzone przez kuny z PZU Dom?,3,pzu_pzu_dom.md,Czy w ubezpieczeniu domu jest odpowiedzialność za szkody wyrządzone przez kuny z PZU Dom?,"| 6. | **ruchomości domowe w:**<br>* mieszkaniu<br>* domu jednorodzinnym<br>* wyposażeniu posesji<br>* budynku niemieszkalnym<br>* tymczasowym miejscu zamieszkania dziecka, z uwzględnieniem § 4 ust. 3","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 4.637653112411499}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': 'The document text mentions movable property locations (mieszkaniu, domu, wyposażeniu posesji, itp.) and a legal reference, but it does not discuss liability or damages caused by animals such as kuny.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,"The document text mentions movable property locations (mieszkaniu, domu, wyposażeniu posesji, itp.) and a legal reference, but it does not discuss liability or damages caused by animals such as kuny."
489,router_specialist,Czy w ubezpieczeniu domu jest odpowiedzialność za szkody wyrządzone przez kuny z PZU Dom?,4,pzu_pzu_dom.md,Czy w ubezpieczeniu domu jest odpowiedzialność za szkody wyrządzone przez kuny z PZU Dom?,"* 12) działania zwierząt, które należą do ubezpieczonego lub osób uprawnionych do korzystania ze wskazanego w polisie budynku wielomieszkaniowego na podstawie umowy najmu, dzierżawy, użytkowania, użyc","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 6.654303312301636}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': ""Assessment of whether the document_text contains information to answer the question about liability for damages caused by martens in PZU Dom home insurance. Document_text only mentions 'działania zwierząt...' and does not mention kuny or liability."", 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,Assessment of whether the document_text contains information to answer the question about liability for damages caused by martens in PZU Dom home insurance. Document_text only mentions 'działania zwierząt...' and does not mention kuny or liability.
490,hierarchical,Czy muszę doubezpieczyć jakąś grupę mienia po wypłacie odszkodowanie w związku z jej pomniejszeniem lub wyczerpaniem o kwotę wypłaconego odszkodowania z WARIANT Dom?,1,warta_warta_dom_komfort.md,Czy muszę doubezpieczyć jakąś grupę mienia po wypłacie odszkodowanie w związku z jej pomniejszeniem lub wyczerpaniem o kwotę wypłaconego odszkodowania z WARIANT Dom?,"2. Suma gwarancyjna ulega każdorazowo zmniejszeniu o wysokość wypłaconego odszkodowania i może być uzupełniona do jej pierwotnej wartości, po opłaceniu dodatkowej składki (doubezpieczenie) zgodnie z p","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 8.581658124923706}","{'name': 'document_relevance', 'score': 1.0, 'label': 'relevant', 'explanation': ""The document states that the sum insured decreases by the amount of the paid compensation and may be restored to its original value after paying an additional premium (doubezpieczenie). This indicates that the option to doubezpieczyć exists (it's possible to restore) and does not state a mandatory obligation to doubezpieczyć."", 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",1.0,relevant,The document states that the sum insured decreases by the amount of the paid compensation and may be restored to its original value after paying an additional premium (doubezpieczenie). This indicates that the option to doubezpieczyć exists (it's possible to restore) and does not state a mandatory obligation to doubezpieczyć.
490,hierarchical,Czy muszę doubezpieczyć jakąś grupę mienia po wypłacie odszkodowanie w związku z jej pomniejszeniem lub wyczerpaniem o kwotę wypłaconego odszkodowania z WARIANT Dom?,2,warta_warta_dom_komfort.md,Czy muszę doubezpieczyć jakąś grupę mienia po wypłacie odszkodowanie w związku z jej pomniejszeniem lub wyczerpaniem o kwotę wypłaconego odszkodowania z WARIANT Dom?,**Suma ubezpieczenia**   1. Suma ubezpieczenia określona w dokumencie ubezpieczenia nie może być ona wyższa niż 10.000 zł. 2. Suma ubezpieczenia stanowi górną granicę odpowiedzialności WARTY. 3. Suma,"{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 9.343984127044678}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': ""The document mentions the sum insured and that it cannot exceed 10,000 zł, and that the sum insured is the upper limit of the insurer's liability. It does not address whether one must top up (doubezpieczyć) after a payout or after the claim, nor does it mention Wariant Dom specifics."", 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,"The document mentions the sum insured and that it cannot exceed 10,000 zł, and that the sum insured is the upper limit of the insurer's liability. It does not address whether one must top up (doubezpieczyć) after a payout or after the claim, nor does it mention Wariant Dom specifics."
490,hierarchical,Czy muszę doubezpieczyć jakąś grupę mienia po wypłacie odszkodowanie w związku z jej pomniejszeniem lub wyczerpaniem o kwotę wypłaconego odszkodowania z WARIANT Dom?,3,warta_owu_warta_dom.md,Czy muszę doubezpieczyć jakąś grupę mienia po wypłacie odszkodowanie w związku z jej pomniejszeniem lub wyczerpaniem o kwotę wypłaconego odszkodowania z WARIANT Dom?,"1. W trakcie trwania umowy ubezpieczenia, po opłaceniu dodatkowej składki, możliwe jest zawarcie doubezpieczenia do umowy pierwotnej w przypadku: 1) konieczności uzupełnienia sumy ubezpieczenia sprzęt","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 12.857365846633911}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': 'Dokument zawiera informację o możliwości doubezpieczenia w trakcie trwania umowy po opłaceniu dodatkowej składki w celu uzupełnienia sumy ubezpieczenia sprzętu; nie wspomina o wypłacie odszkodowania po której następuje obowiązek doubezpieczenia ani o WARIANT Dom. Nie udziela bezpośredniej odpowiedzi na pytanie, czy trzeba doubezpieczać po wypłacie odszkodowania.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,"Dokument zawiera informację o możliwości doubezpieczenia w trakcie trwania umowy po opłaceniu dodatkowej składki w celu uzupełnienia sumy ubezpieczenia sprzętu; nie wspomina o wypłacie odszkodowania po której następuje obowiązek doubezpieczenia ani o WARIANT Dom. Nie udziela bezpośredniej odpowiedzi na pytanie, czy trzeba doubezpieczać po wypłacie odszkodowania."
490,hierarchical,Czy muszę doubezpieczyć jakąś grupę mienia po wypłacie odszkodowanie w związku z jej pomniejszeniem lub wyczerpaniem o kwotę wypłaconego odszkodowania z WARIANT Dom?,4,warta_warta_dom_komfort.md,Czy muszę doubezpieczyć jakąś grupę mienia po wypłacie odszkodowanie w związku z jej pomniejszeniem lub wyczerpaniem o kwotę wypłaconego odszkodowania z WARIANT Dom?,"**Doubezpieczenie**   1. W trakcie trwania umowy ubezpieczenia, po opłaceniu dodatkowej składki, możliwe jest zawarcie doubezpieczenia do umowy pierwotnej w przypadku: * 1) konieczności uzupełnienia s","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 11.311717748641968}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': 'Classification task: determine whether the document text contains information that can answer the question about whether doubezpieczenie is required after payout under Wariant Dom. The document text mentions doubezpieczenie and that it can be added during the contract after paying an additional premium if there is a need to supplement, but does not state obligation or specific relation to payout or Wariant Dom. Therefore it does not provide a direct answer to the specific question.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,"Classification task: determine whether the document text contains information that can answer the question about whether doubezpieczenie is required after payout under Wariant Dom. The document text mentions doubezpieczenie and that it can be added during the contract after paying an additional premium if there is a need to supplement, but does not state obligation or specific relation to payout or Wariant Dom. Therefore it does not provide a direct answer to the specific question."
